localidad,provincia,region,temporada,max_capturas,mean_capturas,n_lecturas,n_detecciones,target
marcos juarez,Córdoba,CENTRO SUR,2024-2025,123.0,9.34375,64,18,1
marcos juarez,Córdoba,CENTRO SUR,2025-2026,123.0,10.636363636363637,44,17,1
marcos juárez,Córdoba,CENTRO SUR,2025-2026,0.0,0.0,3,0,0
margarita,Santa Fe,NEA,2024-2025,279.0,36.370370370370374,54,21,1
margarita,Santa Fe,NEA,2025-2026,141.0,15.326086956521738,46,22,1
mari lauque,Buenos Aires,CENTRO SUR,2024-2025,2.0,0.14035087719298245,57,6,0
mari lauque,Buenos Aires,CENTRO SUR,2025-2026,2.0,0.36363636363636365,11,3,0
maria juana,Santa Fe,CENTRO NORTE,2024-2025,127.0,7.6,50,9,1
maria juana,Santa Fe,CENTRO NORTE,2025-2026,127.0,9.936170212765957,47,12,1
maria teresa,Santa Fe,CENTRO SUR,2024-2025,0.0,0.0,41,0,0
maria teresa,Santa Fe,CENTRO SUR,2025-2026,0.0,0.0,14,0,0
mariajuanas castellanos,Santa Fe,CENTRO NORTE,2024-2025,0.0,0.0,1,0,0
marull,Córdoba,CENTRO NORTE,2024-2025,125.0,13.875,32,6,1
marull,Córdoba,CENTRO NORTE,2025-2026,2.0,0.6,10,3,0
maría juana,Santa Fe,CENTRO NORTE,2025-2026,0.0,0.0,3,0,0
maría teresa,Santa Fe,CENTRO SUR,2025-2026,0.0,0.0,1,0,0
melo,Córdoba,CENTRO SUR,2024-2025,5.0,0.7833333333333333,60,24,1
melo,Córdoba,CENTRO SUR,2025-2026,5.0,0.37777777777777777,45,7,1
mercedes,,URUGUAY,2024-2025,0.0,0.0,6,0,0
mercedes,,URUGUAY,2025-2026,2.0,0.4444444444444444,9,2,0
mercedes,Corrientes,LITORAL,2024-2025,559.0,72.33333333333333,102,85,1
mercedes,Corrientes,LITORAL,2025-2026,266.0,33.06185567010309,97,72,1
mercedes,Uruguay,URUGUAY,2024-2025,0.0,0.0,29,0,0
mercedes,Uruguay,URUGUAY,2025-2026,15.0,1.8333333333333333,18,6,1
metan,Salta,NOA,2024-2025,2564.0,189.13223140495867,121,67,1
metan,Salta,NOA,2025-2026,2564.0,178.80459770114942,87,68,1
metán,Salta,NOA,2024-2025,966.0,173.68,50,29,1
metán,Salta,NOA,2025-2026,359.0,18.7,50,27,1
mi granja,Córdoba,CENTRO NORTE,2024-2025,200.0,31.74418604651163,43,15,1
mi granja,Córdoba,CENTRO NORTE,2025-2026,152.0,10.525,40,16,1
miguelete,,URUGUAY,2024-2025,0.0,0.0,2,0,0
miguelete,Uruguay,URUGUAY,2024-2025,2.0,0.2857142857142857,14,3,0
moctezuma,Buenos Aires,CENTRO SUR,2024-2025,1.0,0.10526315789473684,57,6,0
moctezuma,Buenos Aires,CENTRO SUR,2025-2026,1.0,0.2727272727272727,11,3,0
moisés ville,Santa Fe,CENTRO NORTE,2024-2025,113.0,15.084745762711865,59,24,1
moisés ville,Santa Fe,CENTRO NORTE,2025-2026,62.0,7.795454545454546,44,25,1
molina,Santa Fe,CENTRO SUR,2024-2025,1.0,0.375,8,3,0
molino doll,Entre Ríos,LITORAL,2024-2025,86.0,1.7037037037037037,54,7,1
molino doll,Entre Ríos,LITORAL,2025-2026,4.0,0.4888888888888889,45,9,0
mollinedo,Salta,NOA,2024-2025,3600.0,413.8474576271187,59,34,1
mollinedo,Salta,NOA,2025-2026,2640.0,163.53333333333333,45,31,1
monte buey,Córdoba,CENTRO SUR,2024-2025,93.0,4.588235294117647,51,12,1
monte buey,Córdoba,CENTRO SUR,2025-2026,93.0,4.815789473684211,38,14,1
monte caseros,Corrientes,LITORAL,2025-2026,10.0,2.0344827586206895,29,20,1
monte de los gauchos,Córdoba,CENTRO SUR,2024-2025,270.0,24.816666666666666,60,42,1
monte de los gauchos,Córdoba,CENTRO SUR,2025-2026,102.0,20.416666666666668,12,6,1
monte de oca,Santa Fe,CENTRO SUR,2024-2025,0.0,0.0,55,0,0
monte de oca,Santa Fe,CENTRO SUR,2025-2026,0.0,0.0,29,0,0
monte del rosario,Córdoba,CENTRO NORTE,2024-2025,1727.0,146.42105263157896,57,42,1
monte del rosario,Córdoba,CENTRO NORTE,2025-2026,1727.0,120.25,48,39,1
montecristo,Córdoba,CENTRO NORTE,2024-2025,591.0,68.9298245614035,57,39,1
montecristo,Córdoba,CENTRO NORTE,2025-2026,312.0,12.159090909090908,44,26,1
montes de oca,Santa Fe,CENTRO NORTE,2024-2025,0.0,0.0,1,0,0
montoya,Entre Ríos,LITORAL,2024-2025,38.0,1.7894736842105263,38,8,1
moreno,Santiago Del Estero,NEA,2025-2026,0.0,0.0,2,0,0
morse,Buenos Aires,CENTRO SUR,2024-2025,1.0,0.06382978723404255,47,3,0
morse,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,45,0,0
morse junín,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,9,0,0
morteros,Córdoba,CENTRO NORTE,2024-2025,141.0,17.283333333333335,60,24,1
morteros,Córdoba,CENTRO NORTE,2025-2026,252.0,30.32,50,27,1
mosconi,Salta,NOA,2024-2025,26.0,6.388888888888889,36,28,1
mosconi,Salta,NOA,2025-2026,34.0,6.354166666666667,48,28,1
málbran,Santiago Del Estero,NEA,2025-2026,0.0,0.0,1,0,0
máximo paz,Santa Fe,CENTRO SUR,2024-2025,152.0,13.69811320754717,53,15,1
máximo paz,Santa Fe,CENTRO SUR,2025-2026,152.0,6.111111111111111,36,16,1
nahuel,Uruguay,URUGUAY,2025-2026,1.0,0.5,2,1,0
nahuel cimarelli,,URUGUAY,2025-2026,1.0,1.0,2,2,0
nahuel cimarelli,Uruguay,URUGUAY,2025-2026,1.0,0.25,4,1,0
naré,Santa Fe,CENTRO NORTE,2025-2026,0.0,0.0,3,0,0
naschel,San Luis,CENTRO SUR,2024-2025,0.0,0.0,1,0,0
naschel,San Luís,CENTRO SUR,2024-2025,102.0,12.169811320754716,53,18,1
naschel,San Luís,CENTRO SUR,2025-2026,72.0,7.166666666666667,30,12,1
necochea,Buenos Aires,CENTRO SUR,2024-2025,1.0,0.008695652173913044,115,1,0
necochea,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,62,0,0
nogoya,Entre Ríos,LITORAL,2024-2025,109.0,18.087719298245613,57,25,1
nogoya,Entre Ríos,LITORAL,2025-2026,162.0,13.297872340425531,47,13,1
nuestra señora de talavera,Salta,NOA,2024-2025,1106.0,98.25,44,12,1
nuestra señora de talavera,Salta,NOA,2025-2026,323.0,40.63636363636363,44,33,1
nueva esperanza,Santiago Del Estero,NOA,2024-2025,743.0,60.05357142857143,56,32,1
nueva esperanza,Santiago Del Estero,NOA,2025-2026,743.0,47.13636363636363,22,16,1
nueva galia,San Luís,CENTRO SUR,2024-2025,0.0,0.0,56,0,0
nueva galia,San Luís,CENTRO SUR,2025-2026,0.0,0.0,36,0,0
nueva helvecia,,URUGUAY,2025-2026,4.0,0.4444444444444444,9,1,0
nueva helvecia,Uruguay,URUGUAY,2025-2026,18.0,2.25,20,3,1
obispo trejo,Córdoba,CENTRO NORTE,2024-2025,10.0,1.2708333333333333,48,15,1
obispo trejo,Córdoba,CENTRO NORTE,2025-2026,5.0,1.1290322580645162,31,20,1
olivero,Santa Fe,CENTRO NORTE,2024-2025,0.0,0.0,5,0,0
ombues de oribe,Uruguay,URUGUAY,2025-2026,0.0,0.0,2,0,0
ombúes,Uruguay,URUGUAY,2025-2026,0.0,0.0,5,0,0
ordoñez,Córdoba,CENTRO SUR,2024-2025,2.0,0.11538461538461539,52,3,0
ordoñez,Córdoba,CENTRO SUR,2025-2026,4.0,0.18181818181818182,44,2,0
orense,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,54,0,0
orense,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,47,0,0
otumpa,Chaco,NEA,2025-2026,,,0,0,0
otumpa,Santiago Del Estero,NEA,2024-2025,35.0,2.8955223880597014,67,23,1
otumpa,Santiago Del Estero,NEA,2025-2026,6.0,3.0,11,8,1
otumpas,Santiago Del Estero,NEA,2024-2025,60.0,7.7105263157894735,38,10,1
otumpas,Santiago Del Estero,NEA,2025-2026,55.0,37.4,5,5,1
palmitas,,URUGUAY,2024-2025,1.0,0.3333333333333333,6,2,0
palmitas,,URUGUAY,2025-2026,0.0,0.0,9,0,0
palmitas,Uruguay,URUGUAY,2024-2025,1.0,0.034482758620689655,29,1,0
palmitas,Uruguay,URUGUAY,2025-2026,8.0,0.8888888888888888,18,3,1
palo blanco,Chaco,NEA,2025-2026,30.0,5.107142857142857,28,17,1
palpala,Jujuy,NOA,2024-2025,147.0,36.98039215686274,51,36,1
palpala,Jujuy,NOA,2025-2026,860.0,669.2,5,5,1
pampa,Chaco,NEA,2024-2025,1.0,1.0,1,1,0
pampa cejas,Chaco,NEA,2024-2025,1440.0,95.19565217391305,46,10,1
pampa cejas,Chaco,NEA,2025-2026,,,0,0,0
pampa de los guanacos,Chaco,NEA,2024-2025,3.0,0.20454545454545456,44,7,0
pampa de los guanacos,Santiago Del Estero,NEA,2024-2025,2600.0,243.45,40,33,1
pampa de los guanacos,Santiago Del Estero,NEA,2025-2026,2600.0,176.08510638297872,47,38,1
pampa del infierno,Chaco,NEA,2024-2025,512.0,11.713235294117647,136,81,1
pampa del infierno,Chaco,NEA,2025-2026,802.0,55.293103448275865,116,90,1
pampa pozo,Santiago Del Estero,NOA,2024-2025,1925.0,259.18333333333334,60,36,1
pampa pozo,Santiago Del Estero,NOA,2025-2026,1925.0,151.97297297297297,37,27,1
pampa toloza,Chaco,NEA,2024-2025,,,0,0,0
pampatoloza,Chaco,NEA,2024-2025,640.0,87.54545454545455,22,6,1
paraje fra pal,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,57,0,0
paraje fra pal,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,43,0,0
parana,Entre Ríos,LITORAL,2024-2025,357.0,94.21428571428571,42,30,1
parana,Entre Ríos,LITORAL,2025-2026,1023.0,85.22448979591837,49,21,1
paraná,Entre Ríos,LITORAL,2024-2025,0.0,0.0,9,0,0
pasman,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,57,0,0
pasman,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,50,0,0
paso de las piedras,Entre Ríos,LITORAL,2024-2025,126.0,17.017543859649123,57,24,1
paso de las piedras,Entre Ríos,LITORAL,2025-2026,434.0,21.7,50,22,1
pedro gamen,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,23,0,0
pehuajó,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,96,0,0
pehuajó,Buenos Aires,CENTRO SUR,2025-2026,4.0,0.057971014492753624,69,1,0
pergamino,Buenos Aires,CENTRO SUR,2024-2025,60.0,3.911392405063291,158,27,1
pergamino,Buenos Aires,CENTRO SUR,2025-2026,40.0,1.7181818181818183,110,14,1
perin,Formosa,NEA,2024-2025,218.0,54.696969696969695,33,31,1
perin,Formosa,NEA,2025-2026,241.0,48.41025641025641,39,36,1
peñarol,,URUGUAY,2025-2026,0.0,0.0,6,0,0
peñarol,Uruguay,URUGUAY,2025-2026,0.0,0.0,8,0,0
piaggio-2,Santa Fe,CENTRO NORTE,2024-2025,0.0,0.0,2,0,0
piamonte,Santa Fe,CENTRO NORTE,2024-2025,117.0,13.258620689655173,58,19,1
piamonte,Santa Fe,CENTRO NORTE,2025-2026,22.0,2.604651162790698,43,14,1
pichanal,Salta,NOA,2024-2025,300.0,39.301886792452834,53,44,1
pichanal,Salta,NOA,2025-2026,280.0,35.44444444444444,45,22,1
piedra buena,Tucumán,NOA,2024-2025,569.0,336.0,2,2,1
piedrabuena,Tucumán,NOA,2024-2025,569.0,49.96363636363636,55,28,1
piedrabuena,Tucumán,NOA,2025-2026,320.0,26.08695652173913,46,23,1
pigüé,Buenos Aires,CENTRO SUR,2024-2025,5.0,0.24528301886792453,53,5,1
pigüé,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,49,0,0
piquete cabado,Salta,NOA,2024-2025,2680.0,247.14678899082568,109,79,1
piquete cabado,Salta,NOA,2025-2026,2680.0,319.2888888888889,90,67,1
piquillin,Córdoba,CENTRO NORTE,2024-2025,0.0,0.0,1,0,0
piquillin,Córdoba,CENTRO NORTE,2025-2026,738.0,124.44444444444444,9,8,1
piquillín,Córdoba,CENTRO NORTE,2024-2025,738.0,29.0188679245283,53,15,1
piquillín,Córdoba,CENTRO NORTE,2025-2026,738.0,22.048780487804876,41,19,1
pirovano,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,50,0,0
pirovano,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,50,0,0
piñeyro,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,1,0,0
pozo de bedert,Santiago Del Estero,NOA,2024-2025,521.0,53.88636363636363,44,23,1
pozo de bedert,Santiago Del Estero,NOA,2025-2026,95.0,49.375,8,8,1
pozo de betbedert,Santiago Del Estero,NOA,2025-2026,521.0,280.5,2,2,1
pozo de toba,Santiago Del Estero,NEA,2025-2026,87.0,12.411764705882353,17,7,1
pozo del toba,Santiago Del Estero,NEA,2024-2025,35.0,4.382352941176471,34,11,1
pozo hondo,Santiago Del Estero,NOA,2024-2025,1820.0,58.1,60,27,1
pozo hondo,Santiago Del Estero,NOA,2025-2026,1820.0,121.80555555555556,36,30,1
pozodel toba,Santiago Del Estero,NEA,2024-2025,3.0,1.2,5,2,0
progreso,Santa Fe,CENTRO NORTE,2024-2025,268.0,40.526315789473685,57,21,1
progreso,Santa Fe,CENTRO NORTE,2025-2026,237.0,46.14,50,24,1
puan,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,53,0,0
puan,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,48,0,0
pueblo uranga,Santa Fe,CENTRO SUR,2024-2025,31.0,4.076923076923077,52,14,1
pueblo uranga,Santa Fe,CENTRO SUR,2025-2026,31.0,3.2285714285714286,35,6,1
pujato,Santa Fe,CENTRO SUR,2024-2025,27.0,4.552631578947368,38,12,1
pujato,Santa Fe,CENTRO SUR,2025-2026,19.0,2.1842105263157894,38,7,1
puna,Santiago Del Estero,NEA,2024-2025,0.0,0.0,27,0,0
puna,Santiago Del Estero,NEA,2025-2026,1100.0,63.16216216216216,37,22,1
punta agua,Córdoba,CENTRO SUR,2025-2026,0.0,0.0,3,0,0
punta del agua,Córdoba,CENTRO SUR,2024-2025,94.0,5.666666666666667,54,21,1
punta del agua,Córdoba,CENTRO SUR,2025-2026,94.0,10.166666666666666,18,9,1
pálpala,Jujuy,NOA,2024-2025,147.0,112.0,2,2,1
quemu quemu,La Pampa,CENTRO SUR,2024-2025,2.0,0.14634146341463414,41,3,0
quemu quemu,La Pampa,CENTRO SUR,2025-2026,0.0,0.0,6,0,0
quemú quemú,La Pampa,CENTRO SUR,2024-2025,3.0,0.17857142857142858,56,6,0
quemú quemú,La Pampa,CENTRO SUR,2025-2026,3.0,0.23404255319148937,47,6,0
quimili,Santiago Del Estero,NEA,2024-2025,2600.0,811.8333333333334,6,3,1
quimilí,Santiago Del Estero,NEA,2024-2025,2600.0,79.97727272727273,44,27,1
quimilí,Santiago Del Estero,NEA,2025-2026,2600.0,222.525,40,23,1
quines,San Luís,CENTRO SUR,2024-2025,718.0,43.47727272727273,44,18,1
quines,San Luís,CENTRO SUR,2025-2026,718.0,15.617021276595745,47,11,1
quitilipi,Chaco,NEA,2024-2025,481.0,11.186046511627907,43,1,1
rafael obligado,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,21,0,0
rafaela,Santa Fe,CENTRO NORTE,2024-2025,1175.0,157.2,55,27,1
rafaela,Santa Fe,CENTRO NORTE,2025-2026,1175.0,103.35416666666667,48,22,1
ramallo,Buenos Aires,CENTRO SUR,2024-2025,4.0,0.35294117647058826,51,9,0
ramallo,Buenos Aires,CENTRO SUR,2025-2026,1.0,0.14285714285714285,21,3,0
ramayon,Santa Fe,NEA,2024-2025,0.0,0.0,6,0,0
ramayón,Santa Fe,NEA,2024-2025,1054.0,89.41176470588235,51,24,1
ramayón,Santa Fe,NEA,2025-2026,1054.0,59.22,50,33,1
rapelli,Tucumán,NOA,2024-2025,3290.0,245.67924528301887,53,44,1
rapelli,Tucumán,NOA,2025-2026,3290.0,110.56756756756756,37,21,1
rayo cortado,Córdoba,CENTRO NORTE,2024-2025,285.0,39.22222222222222,54,30,1
rayo cortado,Córdoba,CENTRO NORTE,2025-2026,186.0,20.851063829787233,47,39,1
reconquista,Santa Fe,NEA,2024-2025,1314.0,274.0,53,36,1
reconquista,Santa Fe,NEA,2025-2026,545.0,83.64,50,36,1
reduccion,Córdoba,CENTRO SUR,2024-2025,147.0,5.372549019607843,51,21,1
reduccion,Córdoba,CENTRO SUR,2025-2026,147.0,33.22222222222222,9,5,1
reducción,Córdoba,CENTRO SUR,2024-2025,147.0,41.44444444444444,9,9,1
reina juana,,URUGUAY,2025-2026,6.0,3.0,2,1,1
reina juana,Uruguay,URUGUAY,2025-2026,6.0,2.0,6,2,1
rincón de ávila,Santa Fe,CENTRO NORTE,2024-2025,286.0,53.851851851851855,54,22,1
rincón de ávila,Santa Fe,CENTRO NORTE,2025-2026,207.0,18.615384615384617,39,17,1
rio dulce,Santiago Del Estero,NEA,2024-2025,52.0,6.875,48,42,1
rio dulce,Santiago Del Estero,NEA,2025-2026,19.0,18.333333333333332,3,3,1
rio piedras,Salta,NOA,2024-2025,240.0,42.857142857142854,35,34,1
rio piedras,Salta,NOA,2025-2026,12.0,4.7894736842105265,19,19,1
rio seco,Córdoba,CENTRO SUR,2024-2025,295.0,27.392857142857142,56,17,1
rio seco,Córdoba,CENTRO SUR,2025-2026,220.0,55.333333333333336,12,9,1
rio segundo,Córdoba,CENTRO NORTE,2024-2025,1.0,1.0,1,1,0
rivadavia,Salta,NOA,2024-2025,368.0,37.54385964912281,57,48,1
rivadavia,Salta,NOA,2025-2026,1235.0,176.8421052631579,38,33,1
roberts,Buenos Aires,CENTRO SUR,2024-2025,3.0,0.05263157894736842,57,1,0
roberts,Buenos Aires,CENTRO SUR,2025-2026,3.0,0.12,50,2,0
rocha,,URUGUAY,2024-2025,0.0,0.0,2,0,0
rocha,Uruguay,URUGUAY,2024-2025,0.0,0.0,5,0,0
rolón,,URUGUAY,2024-2025,0.0,0.0,1,0,0
rolón,Uruguay,URUGUAY,2024-2025,0.0,0.0,5,0,0
rosario,,URUGUAY,2024-2025,6.0,2.8333333333333335,6,3,1
rosario,Uruguay,URUGUAY,2024-2025,6.0,1.5862068965517242,29,12,1
rosario de la frontera,Salta,NOA,2024-2025,18.0,2.707317073170732,41,23,1
rosello,Santiago Del Estero,NEA,2024-2025,13.0,1.391304347826087,46,16,1
rosello,Santiago Del Estero,NEA,2025-2026,13.0,6.5,2,1,1
roversi,Santiago Del Estero,NEA,2024-2025,816.0,97.42372881355932,59,32,1
roversi,Santiago Del Estero,NEA,2025-2026,1154.0,150.09756097560975,41,30,1
rumi punco,Tucumán,NOA,2024-2025,1530.0,118.46666666666667,60,57,1
rumi punco,Tucumán,NOA,2025-2026,1530.0,92.84,50,50,1
río ceballos,Córdoba,CENTRO NORTE,2024-2025,220.0,14.46808510638298,47,17,1
río ceballos,Córdoba,CENTRO NORTE,2025-2026,220.0,12.75,44,27,1
río colorado,Tucumán,NOA,2024-2025,286.0,34.483333333333334,60,39,1
río colorado,Tucumán,NOA,2025-2026,132.0,27.520833333333332,48,45,1
río segundo-,Córdoba,CENTRO NORTE,2024-2025,202.0,7.951219512195122,41,28,1
río segundo-,Córdoba,CENTRO NORTE,2025-2026,171.0,20.5,28,12,1
río segundo-t1,Córdoba,CENTRO NORTE,2024-2025,202.0,63.13333333333333,15,10,1
río segundo-t1,Córdoba,CENTRO NORTE,2025-2026,0.0,0.0,16,0,0
sacanta,Córdoba,CENTRO NORTE,2024-2025,11.0,1.4,40,13,1
sacanta,Córdoba,CENTRO NORTE,2025-2026,20.0,3.6666666666666665,33,14,1
sachayoj,Santiago Del Estero,NEA,2024-2025,481.0,37.64655172413793,116,36,1
sachayoj,Santiago Del Estero,NEA,2025-2026,480.0,24.91176470588235,68,48,1
saladero mariano cabal,Santa Fe,CENTRO NORTE,2024-2025,3.0,1.0,6,4,0
saladero mariano cabal,Santa Fe,CENTRO NORTE,2025-2026,8.0,3.125,8,4,1
salto,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,56,0,0
salto,Buenos Aires,CENTRO SUR,2025-2026,2.0,0.14285714285714285,42,3,0
san agustín,Tucumán,NOA,2024-2025,200.0,38.5,60,48,1
san agustín,Tucumán,NOA,2025-2026,200.0,25.22,50,38,1
san andrés de giles,Buenos Aires,CENTRO SUR,2024-2025,1.0,0.07142857142857142,42,3,0
san andrés de giles,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,6,0,0
san antonio de areco,Buenos Aires,CENTRO SUR,2024-2025,36.0,4.479166666666667,48,24,1
san antonio de areco,Buenos Aires,CENTRO SUR,2025-2026,36.0,2.1041666666666665,48,9,1
san bernardo,Chaco,NEA,2025-2026,26.0,1.2413793103448276,29,7,1
san bernardo,Santa Fe,CENTRO NORTE,2025-2026,72.0,26.4,15,12,1
san carlos norte,Santa Fe,CENTRO NORTE,2024-2025,5.0,0.5263157894736842,57,9,1
san carlos norte,Santa Fe,CENTRO NORTE,2025-2026,315.0,11.14,50,15,1
san fabián,Santa Fe,CENTRO NORTE,2024-2025,28.0,4.689655172413793,58,31,1
san fabián,Santa Fe,CENTRO NORTE,2025-2026,51.0,2.36734693877551,49,11,1
san fernando,Entre Ríos,LITORAL,2024-2025,30.0,4.4,45,18,1
san fernando,Entre Ríos,LITORAL,2025-2026,,,0,0,0
san francisco,Córdoba,CENTRO NORTE,2024-2025,2.0,0.3508771929824561,57,13,0
san francisco,Córdoba,CENTRO NORTE,2025-2026,12.0,0.6379310344827587,58,18,1
san guillermo,Santa Fe,CENTRO NORTE,2024-2025,611.0,121.43859649122807,57,27,1
san guillermo,Santa Fe,CENTRO NORTE,2025-2026,438.0,70.58,50,32,1
san javier,Santa Fe,NEA,2024-2025,2152.0,596.9090909090909,33,21,1
san javier,Santa Fe,NEA,2025-2026,983.0,56.224489795918366,49,29,1
san jerónimo norte,Santa Fe,CENTRO NORTE,2024-2025,244.0,32.05,60,27,1
san jerónimo norte,Santa Fe,CENTRO NORTE,2025-2026,1104.0,69.28,50,47,1
san jerónimo sur,Santa Fe,CENTRO SUR,2024-2025,34.0,3.3833333333333333,60,30,1
san jerónimo sur,Santa Fe,CENTRO SUR,2025-2026,7.0,1.3095238095238095,42,18,1
san jorge,Santa Fe,CENTRO NORTE,2024-2025,1.0,0.07692307692307693,52,4,0
san jorge,Santa Fe,CENTRO NORTE,2025-2026,1.0,0.04081632653061224,49,2,0
san justo,Santa Fe,CENTRO NORTE,2024-2025,572.0,100.02272727272727,44,30,1
san justo,Santa Fe,CENTRO NORTE,2025-2026,572.0,84.88636363636364,44,24,1
san justo,Santa Fe,CENTRO SUR,2024-2025,0.0,0.0,2,0,0
san justo,Santa Fe,NEA,2024-2025,1.0,0.1111111111111111,36,4,0
san luis,San Luís,CENTRO SUR,2024-2025,0.0,0.0,46,0,0
san luis,San Luís,CENTRO SUR,2025-2026,0.0,0.0,44,0,0
san martin,Buenos Aires,CENTRO SUR,2024-2025,1.0,0.2222222222222222,9,2,0
san martin de las escobas,Santa Fe,CENTRO NORTE,2024-2025,840.0,67.85,60,27,1
san martin de las escobas,Santa Fe,CENTRO NORTE,2025-2026,840.0,23.818181818181817,44,9,1
san martín,San Luís,CENTRO SUR,2024-2025,161.0,12.395833333333334,48,16,1
san martín,San Luís,CENTRO SUR,2025-2026,161.0,17.583333333333332,12,3,1
san miguel de arcángel,Buenos Aires,CENTRO SUR,2024-2025,1.0,0.05263157894736842,57,3,0
san miguel de arcángel,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,50,0,0
san pedro,Buenos Aires,CENTRO SUR,2024-2025,36.0,5.7254901960784315,51,23,1
san pedro,Buenos Aires,CENTRO SUR,2025-2026,25.0,1.9130434782608696,46,12,1
san pedro de guasayán,Santiago Del Estero,NEA,2025-2026,35.0,6.769230769230769,13,13,1
san pedro de guasayán,Santiago Del Estero,NOA,2024-2025,644.0,46.264150943396224,53,47,1
san pedro de guasayán,Santiago Del Estero,NOA,2025-2026,644.0,60.36585365853659,41,38,1
san salvador,Entre Ríos,LITORAL,2025-2026,263.0,87.95652173913044,23,21,1
san vicente,Santa Fe,CENTRO NORTE,2024-2025,430.0,59.96666666666667,60,21,1
san vicente,Santa Fe,CENTRO NORTE,2025-2026,409.0,31.02,50,24,1
sanchez,,URUGUAY,2024-2025,0.0,0.0,3,0,0
sanchez,Uruguay,URUGUAY,2024-2025,1.0,0.10526315789473684,19,2,0
santa catalina,Córdoba,CENTRO NORTE,2024-2025,632.0,44.96491228070175,57,21,1
santa catalina,Córdoba,CENTRO NORTE,2025-2026,632.0,40.5,48,19,1
santa clara,Jujuy,NOA,2024-2025,68.0,10.156862745098039,51,36,1
santa clara,Jujuy,NOA,2025-2026,43.0,6.72,50,34,1
santa clara de saguier,Santa Fe,CENTRO NORTE,2024-2025,15.0,1.6181818181818182,55,12,1
santa clara de saguier,Santa Fe,CENTRO NORTE,2025-2026,8.0,0.7727272727272727,44,12,1
santa elena,Entre Ríos,LITORAL,2024-2025,1.0,0.1836734693877551,49,9,0
santa elena,Entre Ríos,LITORAL,2025-2026,313.0,25.05263157894737,38,14,1
santa margarina,Santa Fe,NEA,2025-2026,5.0,2.2222222222222223,9,4,1
santa margarita,Santa Fe,NEA,2025-2026,128.0,29.2,10,8,1
santa rosa,La Pampa,CENTRO SUR,2024-2025,0.0,0.0,55,0,0
santa rosa,La Pampa,CENTRO SUR,2025-2026,0.0,0.0,41,0,0
santa teresa capdevilla,Chaco,NEA,2024-2025,136.0,29.11111111111111,45,21,1
santa teresa capdevilla,Chaco,NEA,2025-2026,49.0,8.535714285714286,28,14,1
santo domingo,Salta,NOA,2024-2025,2320.0,189.23809523809524,42,21,1
santo domingo,Salta,NOA,2025-2026,2320.0,251.27083333333334,48,33,1
saravia,Salta,NOA,2024-2025,1540.0,163.98,50,24,1
saravia,Salta,NOA,2025-2026,1540.0,165.04255319148936,47,26,1
sastre,Santa Fe,CENTRO NORTE,2024-2025,2.0,0.41509433962264153,53,15,0
sastre,Santa Fe,CENTRO NORTE,2025-2026,4.0,0.8780487804878049,41,22,0
sauce,Corrientes,LITORAL,2024-2025,24.0,4.857142857142857,42,28,1
sauce,Corrientes,LITORAL,2025-2026,27.0,8.409090909090908,44,25,1
sauce pinto,Entre Ríos,LITORAL,2024-2025,357.0,10.4,35,8,1
sebastián el cano,Córdoba,CENTRO NORTE,2024-2025,291.0,51.98,50,41,1
sebastián el cano,Córdoba,CENTRO NORTE,2025-2026,251.0,19.416666666666668,36,20,1
sebastián elcano,Córdoba,CENTRO NORTE,2024-2025,144.0,144.0,1,1,1
sebastián elcano,Córdoba,CENTRO NORTE,2025-2026,1387.0,710.1111111111111,9,9,1
sin datos,Clucellas,SANTA FE,2025-2026,0.0,0.0,2,0,0
sin datos,Ing. Luiggi,LA PAMPA,2025-2026,0.0,0.0,2,0,0
sin datos,Máximo Paz,SANTA FE,2025-2026,4.0,3.0,2,2,0
sinsacate,Córdoba,CENTRO NORTE,2024-2025,143.0,17.70909090909091,55,31,1
sinsacate,Córdoba,CENTRO NORTE,2025-2026,22.0,5.022222222222222,45,35,1
soledad,Santa Fe,NEA,2024-2025,11.0,2.0961538461538463,52,21,1
soledad,Santa Fe,NEA,2025-2026,799.0,25.897959183673468,49,12,1
